  id   | timestamp  | publishedat |                                                           title                                                            |                                                                                                                                                                                                                                                                                                                                                                  summary                                                                                                                                                                                                                                                                                                                                                                  |                                                                                               url                                                                                                |                                                                               urlToImage                                                                                | feedback |     entity     | score 
       |            |             |                                                                                                                            | Esta es una de las conclusiones del debate organizado por EL PERIÓDICO y Acciona sobre cómo acelerar esta descarbonización, en el que han participado Pablo Alcaraz, senior manager del departamento de Regulación de Acciona; Salvador Samitier, responsable de la Oficina Catalana del Canvi Climàtic; Luis Morales, responsable de Relaciones Institucionales de la Fundación Renovables; Alwine Woischnik, consultora independiente en materia de Transición eco-social y socio de la Asociación para la Sostenibilidad y el Progreso de las Sociedades (Asyps) y Mario Giampietro, profesor investigador de ICREA y del Instituto de Ciencia y Tecnología Ambiental de la UAB, y coordinador del proyecto Magic de la Unión Europea.+|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | "Lo que no hagamos en la próxima década ya no podremos hacerlo después", sentencia el representante de la Fundación Renovables, quien subraya que es imprescindible que se moderen los consumos.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Hay también consenso en que la mayor concienciación social puede ayudar a ese cambio de rumbo y en que esta transición energética no va de cambiar una tecnología por otra, sino que el cambio debe ser más profundo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Para Alcaraz, los territorios y empresas que se lo están tomando en serio y que trabajan para ser los pioneros tendrán ventajas competitivas sobre el resto.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En la misma línea, Woischnik defiende que, como se ha visto en el caso alemán, y, considerando el conjunto de los sectores económicos, la protección del clima no destruye empleo sino que lo crea significativamente.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Para Morales, la transición energética es una oportunidad para reindustrializar el país -"que falta nos hace", dice- en base a criterios de economía circular y crear empleo verde.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | La fiscalidad es una de las principales herramientas con que se cuenta frente al cambio climático, sostienen todos los ponentes, con excepción de Giampietro, para quien esa idea de que las tasas lo solucionan todo no funciona.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | "Las empresas serán sostenibles o no serán", destaca, para agregar a renglón seguido que el PNIEC (Plan Nacional Integrado de Energía y Clima), que España acaba de enviar a Bruselas, que lo valora como uno de los más ambiciosos dentro del conjunto comunitario, habla de unas inversiones de 236.000 millones de euros en un década, pero asume que el 80% va a ser inversión privada.                                                                                                                                                                                                                                                                                                                                              +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Además, Alcaraz resalta la creación del Grupo Español de Crecimiento Verde, con más de 50 grandes empresas del país, y a nivel internacional el RE100, con más mas de 200 empresas, desde Google y Apple, a BMW y General Motors, que se han comprometido a que el consumo de su electricidad sea 100% renovable antes del 2050.                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25616 | 2019-10-31 | 2019-10-31  | Applus factura 1.329 millones hasta septiembre, un 6,8% más, y eleva un 9,3% su Ebitda                                     | La compañía de inspección, ensayos y certificación Applus facturó 1.329 millones de euros hasta septiembre, lo que supone un incremento del 6,8% respecto al mismo período del año anterior, debido a los "buenos resultados" de las divisiones de Idiada y Laboratorios.                                                                                                                                                                                                                                                                                                                                                                                                                                                                +| https://www.eleconomista.es/empresas-finanzas/noticias/10169814/10/19/Applus-factura-1329-millones-hasta-septiembre-un-68-mas-y-eleva-un-93-su-Ebitda.html                                       | https://s03.s3c.es/imag/_v0/770x420/7/c/f/rrss_applus-logo.jpg                                                                                                          |        0 | APPLUS         | 0.731
       |            |             |                                                                                                                            | Entre enero y septiembre el resultado bruto de explotación (ebitda) se situó en 221,9 millones de euros, lo que supone un incremento del 9,3% respecto al mismo período del año anterior.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25617 | 2019-10-31 | 2019-10-31  | Repsol alcanza un beneficio neto de 1.466 millones de euros hasta septiembre                                               | El grupo presidido por Antonio Brufau generó estos beneficios en un contexto complicado de caída del precio del crudo y del gas y lastrado por esa ausencia de plusvalías respecto a 2018 y la menor valoración de los inventarios de hidrocarburos                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +| https://www.republica.com/2019/10/31/repsol-gana-1-466-millones-hasta-septiembre-un-32-menos-por-menores-extraordinarios/                                                                        | https://www.republica.com/wp-content/uploads/2015/12/repsol.jpg                                                                                                         |        0 | ENI            | 0.729
       |            |             |                                                                                                                            | El grupo presidido por Antonio Brufau generó estos beneficios en un contexto complicado de caída del precio del crudo y del gas y lastrado por esa ausencia de plusvalías respecto a 2018 y la menor valoración de los inventarios de hidrocarburos, que entre ambos tuvieron un impacto más 600 millones de euros en sus cuentas.                                                                                                                                                                                                                                                                                                                                                                                                        |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25618 | 2019-10-31 | 2019-10-31  | “Si en la ruta 66 han tenido problemas graves de despoblación, imagina hacia dónde puede ir la España vacía”               | El tráfico de la ruta 66, que era el escenario de las migraciones por motivos económicos y climáticos relatadas en obras como Las uvas de la ira, fue desplazado a carreteras interestatales menos viradas y más rápidas. Con la caída en desuso de la emblemática carretera, muchas de las localidades de su alrededor se convirtieron en pueblos poco poblados o directamente fantasmagóricos. El documental Almost ghost trata de la caída y resurrección de algunas de estas comunidades.                                                                                                                                                                                                                                             | https://www.meneame.net/m/cultura/ruta-66-han-tenido-problemas-graves-despoblacion-imagina-hacia                                                                                                 | https://mnmstatic.net/img/mnm/logo-350x350.png                                                                                                                          |        0 | IMAGINA        | 0.727
 25619 | 2019-10-31 | 2019-10-31  | Los inhaladores que usan los asmáticos causarían un grave daño al medio ambiente                                           | Un estudio elaborado por integrantes de la Universidad de Cambridge (Inglaterra, Reino Unido) detalla que la mayoría de los inhaladores que utilizan las personas asmáticas son perjudiciales para el medio ambiente.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | https://actualidad.rt.com/actualidad/332023-inhaladores-asmaticos-dano-medioambiente-estudio                                                                                                     | https://cdni.rt.com/actualidad/public_images/2019.10/article/5db9934659bf5b1a324a133d.jpg                                                                               |        0 | PLANETA        | 0.723
 25631 | 2019-10-31 | 2019-10-30  | Iberdrola dispara un 20% su beneficio a septiembre                                                                         | Iberdrola obtuvo un beneficio neto de 2.517 millones de euros en los nueve primeros meses del año, lo que representa un incremento del 20,4% con respecto al mismo periodo del ejercicio anterior, informó la compañía a la Comisión Nacional del Mercado de Valores (CNMV).                                                                                                                                                                                                                                                                                                                                                                                                                                                              | https://www.20minutos.es/videos/economia/4035397-iberdrola-dispara-un-20-su-beneficio-a-septiembre/                                                                                              | https://imagenes.20minutos.es/files/og_thumbnail/uploads/imagenes/2019/10/30/iberdrola-dispara-un-20-su-beneficio-a-septiembre.jpeg                                     |        0 | IBERDROLA      | 0.712
 25622 | 2019-10-31 | 2019-10-30  | Naturgy gana casi 1.000 millones frente a las pérdidas del año pasado                                                      | Estos resultados se dieron a pesar de la falta de crecimiento de los negocios regulados y la ralentización de los negocios liberalizados en un escenario energético más adverso que el del ejercicio anterior, según ha explicado la empresa, que se ha traducido en una reducción del 3,2% de los ingresos, hasta 17.106 millones de euros.                                                                                                                                                                                                                                                                                                                                                                                             +| https://elpais.com/economia/2019/10/30/actualidad/1572423568_414444.html                                                                                                                         | https://ep00.epimg.net/economia/imagenes/2019/10/30/actualidad/1572423568_414444_1572424253_rrss_normal.jpg                                                             |        0 | NATURGY        | 0.722
       |            |             |                                                                                                                            | En su conjunto, la compañía ha invertido más de 1.100 millones de euros en el periodo, que se han destinado principalmente al desarrollo de proyectos renovables, entre los que destacan los 290 MW de proyectos solares y eólicos puestos en operación en España.                                                                                                                                                                                                                                                                                                                                                                                                                                                                       +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | De este modo, la compañía ha reinvertido los recursos generados por la venta de activos en Chile para conseguir el control conjunto de Medgaz a múltiplos atractivos, confirmando su disciplina de capital y proyecto industrial a largo plazo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | La operación, en palabras del presidente, “demuestra que la compañía no sólo se centra en la mejora e inversión en los negocios existentes para la creación de valor, sino también en la rotación de activos y la optimización de la asignación de capital, como demuestra por ejemplo la venta de nuestra subsidiaria Transemel en Chile a un múltiplo atractivo, que ha generado unos recursos de magnitud similar a los invertidos en la operación de Medgaz".                                                                                                                                                                                                                                                                         |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25623 | 2019-10-31 | 2019-10-31  | Red Eléctrica gana 529 millones de euros hasta septiembre, un 1,6% más que el año pasado                                   | El Grupo Red Eléctrica obtuvo un beneficio neto de 529,2 millones de euros en los nueve primeros meses del año, lo que representa un incremento del 1,6% con respecto al mismo periodo del ejercicio pasado, según informó la compañía a la Comisión Nacional del Mercado de Valores (CNMV).                                                                                                                                                                                                                                                                                                                                                                                                                                             +| https://www.eleconomista.es/empresas-finanzas/noticias/10169608/10/19/Red-Electrica-gana-529-millones-de-euros-hasta-septiembre-un-16-mas-que-el-ano-pasado.html                                 | https://s03.s3c.es/imag/_v0/770x420/b/1/6/rrss_jordi-sevilla-REE.jpg                                                                                                    |        0 | ABERTIS        | 0.720
       |            |             |                                                                                                                            | El importe neto de la cifra de negocio alcanzó los 1.477,2 millones de euros a septiembre, lo que supone un crecimiento del 0,5 % respecto al mismo periodo del año anterior.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25624 | 2019-10-31 | 2019-10-31  | Meliá, empresa mejor posicionada del sector para atraer y retener talento                                                  | La cadena Melia Hotels International ha liderado nuevamente el ranking del Monitor Empresarial de Reputación Corporativa ( MERCO ) en el sector hotelería, por su capacidad para atraer y retener talento.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               +| https://www.hosteltur.com/132363_melia-lidera-el-ranking-merco-en-hosteleria-y-turismo.html                                                                                                      | https://static.hosteltur.com/app/public/uploads/img/articles/2019/10/30/M_111856_mhi-madrid16.jpg                                                                       |        0 | IBEROSTAR      | 0.716
       |            |             |                                                                                                                            | “Es un orgullo para Meliá recibir el reconocimiento de los profesionales empleados, estudiantes y expertos en Recursos Humanos, pues las personas siempre han sido el principal activo para una compañía como la nuestra, basada en la excelencia del servicio”, destacó Gabriel Escarrer, Vicepresidente Ejecutivo y Consejero Delegado del Grupo.                                                                                                                                                                                                                                                                                                                                                                                      +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El ranking “Merco Talento" se elabora en base a encuestas realizadas a más de 30.000 personas de colectivos como universidades, escuelas de negocios, expertos en Recursos Humanos, empleados y la población en general.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25625 | 2019-10-31 | 2019-10-31  | El beneficio de IAG cae un 27,8% por las huelgas y el combustible                                                          | El beneficio de IAG después de impuestos y antes de partidas excepcionales ascendió hasta septiembre a 1.814 millones de euros, un 6% menos que en los nueve primeros meses de 2018.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     +| https://www.elperiodico.com/es/economia/20191031/beneficio-iag-cae-278-huelgas-combustible-7708455                                                                                               | https://estaticos.elperiodico.com/resources/jpg/5/3/aviones-iberia-una-imagen-archivo-1570098818135.jpg                                                                 |        0 | IBERIA         | 0.714
       |            |             |                                                                                                                            | En los primeros nueves meses los ingresos de la compañía alcanzaron los 19.399 millones de euros, un 5,7% más que en el mismo periodo del año anterior.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25626 | 2019-10-31 | 2019-10-31  | Repsol abandonará los países menos rentables y acelerará la compra de activos                                              | Repsol va a reducir el número de países en los que tiene presencia, y, a la vez, va a acelerar la compra de activos de exploración y producción, "primando el valor sobre el volumen", en palabras de su consejero delegado, Josu Jon Imaz.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | https://www.eleconomista.es/empresas-finanzas/noticias/10173369/10/19/Repsol-abandonara-los-paises-menos-rentables-y-acelerara-la-compra-de-activos.html                                         | https://s03.s3c.es/imag/_v0/769x419/6/e/c/rrss_josu-jon-imaz.jpg                                                                                                        |        0 | REPSOL         | 0.714
 25627 | 2019-10-31 | 2019-10-31  | IAG reduce su beneficio entre enero y septiembre un 27,8%                                                                  | Los ingresos totales ascendieron a 19.399 millones de euros, un 5,7% más, mientras que el beneficio de las operaciones antes de partidas excepcionales se contrajo en un 9 %, hasta 2.520 millones (250 millones menos), según ha comunicado este jueves el grupo aéreo a la Comisión Nacional del Mercado de Valores (CNMV).                                                                                                                                                                                                                                                                                                                                                                                                             | https://www.hosteltur.com/132395_iag-reduce-su-beneficio-entre-enero-y-septiembre-un-278.html                                                                                                    | https://static.hosteltur.com/app/public/uploads/img/articles/2019/08/02/M_105934_l-225322-iag-todas.jpg                                                                 |        0 | IBERIA         | 0.714
 25628 | 2019-10-31 | 2019-10-30  | Iberdrola dispara su beneficio un 20,4% hasta septiembre impulsada por fuertes inversiones                                 | Iberdrola dispara su beneficio un 20,4% hasta septiembre impulsada por fuertes inversiones La eléctrica gana 2.517 millones de euros en los nueve primeros meses del año, en un periodo en que ha realizado inversiones por un montante de 4.727 millones de euros, un 30% más que en 2018                                                                                                                                                                                                                                                                                                                                                                                                                                               +| https://www.abc.es/economia/abci-iberdrola-dispara-beneficio-204-por-ciento-hasta-septiembre-impulsada-fuertes-inversiones-201910301036_noticia.html                                             | https://static3.abc.es/media/economia/2019/10/30/iberdrola-sanchez-galan-kHGB--1248x698@abc.jpg                                                                         |        0 | IBERDROLA      | 0.713
       |            |             |                                                                                                                            | Iberdrola ha obtenido un beneficio neto de 2.517 millones de euros en los nueve primeros meses del año, lo que representa un incremento del 20,4% con respecto al mismo periodo del ejercicio anterior, ha informado la compañía en un comunicado remitido a la Comisión Nacional del Mercado de Valores (CNMV).                                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25629 | 2019-10-31 | 2019-10-31  | IAG reduce su beneficio un 6% hasta los 1.814 millones de euros                                                            | El grupo IAG que agrupa a Iberia, British Airways, Vueling, Aer Lingus y la marca Level espera un fuerte crecimiento de la capacidad de Iberia para el cuarto trimestre y para el conjunto del año.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +| https://www.expansion.com/empresas/transporte/2019/10/31/5dba8a66e5fdea580a8b4730.html                                                                                                           | https://e00-expansion.uecdn.es/assets/multimedia/imagenes/2019/10/31/5dba8a66e5fdea580a8b4730_facebook.jpg                                                              |        0 | IBERIA         | 0.713
       |            |             |                                                                                                                            | Así en la presentación de resultados del tercer trimestre del año el holding estima que la aerolínea presidida por Luis Gallego incrementará su capacidad un 5% en el cuarto trimestre del año, elevándose hasta el 7,8% para el conjunto de año.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El mayor incremento del grupo se prevé para LEVEL que espera incrementar un 32,1% su capacidad en el último trimestre del año y del 85% en el conjunto de 2018.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25630 | 2019-10-31 | 2019-10-30  | Iberdrola aumenta un 20,4% su beneficio                                                                                    | Iberdrola obtuvo un beneficio neto de 2.517 millones de euros en los nueve primeros meses del año, lo que representa un incremento del 20,4% con respecto al mismo periodo del ejercicio anterior, informó la compañía a la Comisión Nacional del Mercado de Valores (CNMV).                                                                                                                                                                                                                                                                                                                                                                                                                                                              | https://www.elmundo.es/economia/empresas/2019/10/30/5db94b7bfc6c8397308b45ee.html                                                                                                                | https://e00-elmundo.uecdn.es/assets/multimedia/imagenes/2019/10/30/15724248083029.jpg                                                                                   |        0 | IBERDROLA      | 0.712
 25632 | 2019-10-31 | 2019-10-31  | Repsol roza los 1.500 millones de beneficio y confirma su dividendo extra de 1.200 millones                                | Repsol, la primera petrolera en España, llevará a la próxima junta la aprobación de un dividendo extra vía amortización de capital tras aguantar en su cuenta de resultados, mejor que otras petroleras, el vaivén de los precios del crudo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +| https://www.expansion.com/empresas/energia/2019/10/31/5dba7331468aeb787f8b4572.html                                                                                                              | https://e00-expansion.uecdn.es/assets/multimedia/imagenes/2019/10/31/5dba7331468aeb787f8b4572_facebook.jpg                                                              |        0 | ENI            | 0.709
